,ID,smiles,moleculas
1816,1816,C1=C(OC(=C1)[N+](=O)[O-])C2=CC=NN2,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C65E0>
1817,1817,CCOC(=O)/C(=C\1/C2=CC=CC=C2CC(N1)(C)C)/C.I,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6640>
1818,1818,CC1=C(C(=NN1CC2=CC=CC=C2)C)NC(=O)C3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C66A0>
1819,1819,CCC1=CC=C(C=C1)OCC(CN2CCC(CC2)CN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O)O.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6700>
1820,1820,CN1CC2CC3=CC=CC=C3SC4=CC=CC(=C24)C1.C(=C\C(=O)O)\C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6760>
1821,1821,C1CN(CCN1CCCNC(=O)C2=CC(=CC=C2)[N+](=O)[O-])CCCNC(=O)C3=CC(=CC=C3)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C67C0>
1822,1822,C1=C(NN=C1)C2=C(C=C(S2)[N+](=O)[O-])[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6820>
1823,1823,C1CCN(CC1)S(=O)(=O)C2=C(C=CN=C2)N3CCN(CC3)/N=C/C4=CC=CC=C4[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6880>
1824,1824,CC1=CC=C(C=C1)OCCN2CCN(CC2)C3=NC4=CC=CC=C4C(=N3)NCC5=CC=CO5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C68E0>
1825,1825,C1CCN(C1)CCOC2=CC=C(C=C2)OCC3=CC=CC=C3.C(=O)(C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6940>
1826,1826,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)OCCNCCCOC.C(=O)(C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C69A0>
1827,1827,C1CCN(C1)CCCOC2=CC=C(C=C2)C(=O)C3=CC=CC=C3.C(=O)(C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6A00>
1828,1828,CC1=CC(=C(C=C1)OCCCCN2CCCCC2)Br.C(=O)(C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6A60>
1829,1829,CC1=C(C=CC(=C1)OCCCN2C=CN=C2)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6AC0>
1830,1830,CC(C)(C)C1=CC=C(C=C1)OC2=NC(=NN2C)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6B20>
1831,1831,CC1=CC=C(C=C1)SCCNC(=S)NC2=C(C=C(C=C2)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6B80>
1832,1832,COC1=CC=C(C=C1)NC(=O)N2CCCCC2C3=CN=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6BE0>
1833,1833,CC1=C(C=CC(=C1)C(C)(C)C)OCCOCCN2CCCC2,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6C40>
1834,1834,CC1=CC(=CC=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=C(C=C4)N5CCOCC5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6CA0>
1835,1835,CC(C)C1=CC=C(C=C1)C(=O)NCCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6D00>
1836,1836,C1=CC=NC(=C1)NC(C2=CN=CC=C2)C3=CC(=C4C=CC=NC4=C3O)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6D60>
1837,1837,CC1=CC(=C2C(=C1)C(=CC(=N2)C)NC3=CC=CC(=C3)C(=O)C)C.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6DC0>
1838,1838,C1=CC=C(C(=C1)/C=N/NC(=S)N)OCCSC2=CC=C(C=C2)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6E20>
1839,1839,CCOC1=CC=C(C=C1)NC(=O)CC2C(=O)N(C(=S)N2CCCC3=CC=CC=C3)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6E80>
1840,1840,CC1=CC2=C(C=C1)NC(=C2N=NC3=NC4=CC=CC=C4S3)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6EE0>
1841,1841,C1=CC(=CC(=C1)S(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=CC=CO3)NC(=O)C4=CC=CO4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6F40>
1842,1842,C1CN(CCN1C2=CC=C(C=C2)F)C(CNC(=O)C3=CC=CO3)C4=CN=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C6FA0>
1843,1843,CCC(=O)NC1=CC2=C(C=C1)N=C(N(C2=O)CC3=CC=C(C=C3)C(C)(C)C)C4CC4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7040>
1844,1844,C1COC(N1S(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])CNC(=O)C(=O)NCC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C70A0>
1845,1845,COC1=CC(=C(C=C1)NC(=O)C2=CC=C(S2)[N+](=O)[O-])[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7100>
1846,1846,COC1=C2C(=CC=C1)SC(=N2)NC3=NC(=CS3)C4=CC=NC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7160>
1847,1847,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(S3)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C71C0>
1848,1848,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)C4=C[C@@H](C[C@@H](O4)OCC5=CC=C(C=C5)CO)C6=CSC7=CC=CC=C76,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7220>
1849,1849,C1CCC(CC1)[C@@H]2C[C@@H](OC(=C2)C(=O)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)OCC6=CC=C(C=C6)CO,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7280>
1850,1850,CCO[C@H]1[C@@H]([C@H](C=C(O1)C(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)C5CCCCC5)CCCO,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C72E0>
1851,1851,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)C4=C[C@@H](C[C@@H](O4)OCC5=CC=C(C=C5)CO)C6=CC=C(C=C6)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7340>
1852,1852,CC(=O)N1C=C(C2=CC=CC=C21)[C@@H]3C[C@@H](OC(=C3)C(=O)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6)OCC7=CC=C(C=C7)CO,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C73A0>
1853,1853,C1CCC(CC1)[C@@H]2C[C@@H](OC(=C2)C(=O)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)OCCCCO,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7400>
1854,1854,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)C4=C[C@@H](C[C@@H](O4)OCCCCO)C5=CC=C(C=C5)Br,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7460>
1855,1855,C1=CC2=C(NC(=C2C=C1)N=NC3=NC(=CS3)C4=CC=C(C=C4)Br)N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C74C0>
1856,1856,CC1=CC=CC=C1NC(=S)N/N=C(\C)/C2=CC3=CC=CC=C3O2,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7520>
1857,1857,C1=CC2=C(NC(=C2C=C1)N=NC3=NC(=CS3)C4=CC=C(C=C4)Cl)N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7580>
1858,1858,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)NC4=NN=C(S4)C5CC5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C75E0>
1859,1859,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC(=C(C=C2)Cl)NC(=O)CN3CCCCCC3.C(=O)(C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7640>
1860,1860,C1CN(CCC1C(=O)NC2=NC3=CC=CC=C3S2)S(=O)(=O)C4=C(C=CC(=C4)[N+](=O)[O-])Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C76A0>
1861,1861,C1=CC(=C(C=C1Cl)Cl)NC(=S)N/N=C/C2=CC=C(S2)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7700>
1862,1862,CC1=CC=C(C=C1)CN2CCN(CC2)CC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7760>
1863,1863,CCOC(=O)C1=C(SC(=C1C)C)NC(=O)CN2C=NC(=N2)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C77C0>
1864,1864,CN1C(=NC(=N1)[N+](=O)[O-])OC2=CC=CC=C2C(=O)N3CCOCC3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7820>
1865,1865,CC1=CC(=C2C(=C1)C=C(C(=O)N2)CN(CC3=CC=CC=C3)C(=S)NCCCN(C)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7880>
1866,1866,CCCCCCCN1C2=C(CCC2)C(=N)C3=CC=CC=C31.I,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C78E0>
1867,1867,CC12CN3CC(C1=O)(CN(C2)C3C4=CC=C(O4)[N+](=O)[O-])C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7940>
1868,1868,C1=CC=C(C=C1)CCC(=O)NC(C2=CC=CS2)C3=CC(=C4C=CC=NC4=C3O)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C79A0>
1869,1869,CC(C)N1C=C(C=N1)CN2CCCC(C2)C(=O)C3=CC(=CC=C3)OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7A00>
1870,1870,CC1=NN(C=C1CN2CCCC(C2)C(=O)C3=CC=C(C=C3)C4=CC=CC=C4)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7A60>
1871,1871,C1CN(C(C2=C1C3=CC=CC=C3N2)C4=CC=CC=C4F)CC5=CC=CN5C6=NC=CC=N6,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7AC0>
1872,1872,CC1=CC=C(C=C1)CN2CCN(CC2CCO)CC3=C4C(=CC=C3)OCO4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7B20>
1873,1873,CC(C1=NC=NC=C1)N(C)CC2=CN(N=C2C3=CC(=CC=C3)F)C4=CC=C(C=C4)OC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7B80>
1874,1874,C1CN(C(CN1CC2=CC(=CC=C2)C(F)(F)F)CCO)CC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7BE0>
1875,1875,COC(=O)C1=CC=C(C=C1)C2=NOC(=N2)CN(CC3CCCO3)CC4=CC=NC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7C40>
1876,1876,CCN1C(=C(C(=N1)C)CN2CCCC(C2)(CC3=CC(=CC=C3)Cl)CO)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7CA0>
1877,1877,CC1=CC=C(C=C1)CN2CCN(CC2CCO)CC3=C(C=C(C=C3)N4C=CC=N4)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7D00>
1878,1878,CC(C)CCN1CCN(CC1CCO)CC2=CN=C(N=C2)C3=CC=C(C=C3)OC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7D60>
1879,1879,C1CN(CCN1C/C=C/C2=CC=CC=C2)CC3=NC(=NO3)CC4=CC=CC=C4F,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7DC0>
1880,1880,C1CSC2=[N+]1C(=CN2C3=CC=CC=C3)C4=CC=CC=C4.[Br-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7E20>
1881,1881,CCOC1=CC=C(C=C1)NCC(=O)C2=CC=C(C=C2)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7E80>
1882,1882,CCN1CCCC2=C1C=CC(=C2)CN(CCN3CCOCC3)C(=S)NC4=CC=CC(=C4)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7EE0>
1883,1883,CC1=C2C(=CC=C1)C(=NC(=N2)N=C(N)N)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7F40>
1884,1884,COC1=CC=C(C=C1)N2N=C(C(=NCCC3=CCCCC3)N2O)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C7FA0>
1885,1885,CN(C)CCCOC(=O)/C=C/C1=CC=C(C=C1)OC.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8040>
1886,1886,CCN(CC)CCN1C(=O)C2=C3C(=CC=C2)C4=CC=CC=C4C3=N1,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C80A0>
1887,1887,CCCC(=O)NC1=NC(=NS1)SCCC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8100>
1888,1888,CC1=CC=C(C=C1)CN2CCN(CC2)/N=C/C3=CC(=C(C=C3)Cl)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8160>
1889,1889,CCCOC1=CC=C(C=C1)N2C(=O)CC(C2=O)SC(=N)N3C(CC(=N3)C4=CC=CC=C4)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C81C0>
1890,1890,C1C(OC2=CC=CC=C2O1)C(=O)N/N=C\C3=CC=C(O3)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8220>
1891,1891,C1CCC(C1)NC(=O)C(C2=CC=NC=C2)N(CC3=CC=CO3)C(=O)C4=CC=C(N4)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8280>
1892,1892,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCOCC2.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C82E0>
1893,1893,C1CC2=CC=CC=C2N(C1)S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=NC5=C(S4)C=C(C=C5)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8340>
1894,1894,CN(C)CCNC(=O)COC1=CC=C(C=C1)C23CC4CC(C2)CC(C4)C3.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C83A0>
1895,1895,C1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)/C=N/N=C(N)N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8400>
1896,1896,COC1=CC(=C(C=C1)C(=O)/C=C/C(=O)N(CC2=CC=C(C=C2)F)CC(=O)NC3CCCCC3)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8460>
1897,1897,C1C(N(N=C1C2=CC3=CC=CC=C3C=C2)C(=O)CSC4=NN=NN4C5=CC=C(C=C5)O)C6=CC=CC=C6,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C84C0>
1898,1898,COC1=C(C=C(C=C1)CC2=NOC(=N2)CN3CCN(CC3)CC4=CC(=CC=C4)Cl)OC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8520>
1899,1899,CCOC1=C(C=C(C(=C1)C)Cl)S(=O)(=O)N2C=CN=C2,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8580>
1900,1900,C1CN(CCN(C1)CC2=NC(=NO2)C3=CC4=C(C=C3)OCO4)CC5=CC=C(C=C5)F,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C85E0>
1901,1901,CC1CCN(CC1)CCCNC(=O)C2=CC3=C(S2)C4=CC=CC=C4N=C3Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8640>
1902,1902,CC1=C(SC=C1)C(=O)C2CCCN(C2)CC3=CN=C(S3)N4CCOCC4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C86A0>
1903,1903,CCN(CC)CCN(C)C(=O)CCC1=NN=C(O1)C2=CC=C(S2)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8700>
1904,1904,C/C(=N\NC(=O)C1=CC=CC=C1O)/CN2C=NC(=N2)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8760>
1905,1905,C1=CC(=C(C=C1Cl)Cl)NC(=O)CCC(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C87C0>
1906,1906,CC1=CC=CC=C1NCC(=O)N/N=C\C2=CC=C(S2)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8820>
1907,1907,CC(C)C(=O)N1CCN(CC1)C2=CC(=C(C=C2[N+](=O)[O-])F)N3CCN(CC3)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8880>
1908,1908,CC[N+]1=C(C(C2=C1C=CC(=C2)C)(C)C)C.[I-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C88E0>
1909,1909,CC1=C(SC2=NC(=NC(=C12)N3CCOCC3)C)C(=O)NC4=CC=C(C=C4)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8940>
1910,1910,CC1CCN(CC1)C2=C3C(=C(SC3=NC=N2)C(=O)N4CCC(CC4)CC5=CC=CC=C5)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C89A0>
1911,1911,COC1=C(C=C(C=C1)CN2CCCC(C2)C(=O)C3=CC=C(C=C3)Cl)CN4C=NC=N4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8A00>
1912,1912,C1CN(C(C2=C1C3=CC=CC=C3N2)C4=CC=C(C=C4)F)CC5=CC=CN5C6=NC=CC=N6,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8A60>
1913,1913,CCOC(=O)C1(CCN(CC1)C(C)CCN2C=CC=N2)CC3=CC=CC=C3C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8AC0>
1914,1914,C1CN(C(CN1CC2=CC3=C(C=C2Cl)OCO3)CCO)CC4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8B20>
1915,1915,CCOC(=O)C1(CCN(CC1)CC2=CC3=NON=C3C=C2)CCOC4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8B80>
1916,1916,CN1CCN(CC1)CCCNC(=O)C2=CC=C(C=C2)/C=C/3\C(=O)N(C4=CC=CC=C4S3)CC5=CC(=CC=C5)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8BE0>
1917,1917,CC(C)/C=C/1\CC/C(=C\C2=CN=CC=C2)/C1=O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8C40>
1918,1918,CCCOC1=CC=C(C=C1)NC(=O)CC2C(=O)N(C(=S)N2CCCN3CCN(CC3)CC4=CC=CC=C4)CC=C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8CA0>
1919,1919,C1=CC=C(C=C1)CN(CC2=CN=CC=C2)C(=S)NC3=CC=CC=C3Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8D00>
1920,1920,CC1=CC=C(C=C1)CN(CC2=CC=CC=N2)C(=S)NC3=CC(=CC=C3)SC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8D60>
1921,1921,CSC1=CC=CC(=C1)NC(=S)N(CC2=CC=CC=C2)CC3=CN=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8DC0>
1922,1922,C1=C(OC(=C1)C2=CC(=C(C=C2Cl)Cl)Cl)/C=N/NC(=S)N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8E20>
1923,1923,C1CC(CN(C1)CC2=CC=CN2C3=CN=CC=C3)C(=O)C4=CC=C(C=C4)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8E80>
1924,1924,CC1=CC=C(O1)CNC(=O)CCC2CCCN(C2)CC3=C4C=CC=NC4=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8EE0>
1925,1925,COC1=CC=C(C=C1)CC2(CCN(CC2)CC3=CC4=C(C=CC(=C4)Cl)OC3)CO,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8F40>
1926,1926,COC1=C(C=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC(=CC=C4)S(=O)(=O)NCC5=CC=CO5)OC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C8FA0>
1927,1927,COC(=O)C1=CC=C(C=C1)NC(=S)N(CC2=CN=CC=C2)CC3=CC=CO3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9040>
1928,1928,CC(C)(C)NC(=O)C(C1=CC=NC=C1)N(CC2=CC=C(C=C2)F)C(=O)C3=CC=C(N3)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C90A0>
1929,1929,CCN1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9100>
1930,1930,CC1=CC2=C(C=C1C)NC3=C2C=[N+](C4=CC=CC=C43)C.[I-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9160>
1931,1931,CC1=C(C=CC(=C1)C2C3=C(CCN2CC4=CC=CN4C5=NC=CC=N5)C6=CC=CC=C6N3)OC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C91C0>
1932,1932,C1CC(CN(C1)CC2=CC3=NON=C3C=C2)CNC(=O)C4=CC(=CC=C4)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9220>
1933,1933,CN1C=C(C2=CC=CC=C21)CN3CCCC(C3)CNC(=O)C4=CC5=C(C=C4)OCO5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9280>
1934,1934,CN1CCC(CC1)OC(=O)C2=C(C=C(C=C2)Cl)Cl.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C92E0>
1935,1935,C/C(=N\NC(=S)NC1=C(C=CC(=C1)S(=O)(=O)N2CCOCC2)N3CCOCC3)/C4=CC5=C(C=C4)C=C(C=C5)OC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9340>
1936,1936,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NC3=CC=NC=C3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C93A0>
1937,1937,CC1=CC=C(C=C1)N(C(C2=CC=CO2)C(=O)NCCC(C)C)C(=O)C3=C(C(=NS3)C(=O)N)N,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9400>
1938,1938,CC(C)(C)NC(=O)C(C1=CC=NC=C1)N(CC2=CC=C(C=C2)OC)C(=O)C3=CC=C(N3)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9460>
1939,1939,C1C(N(N=C1C2=CC=CS2)C(=O)CCl)C3=CC=CO3,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C94C0>
1940,1940,CC1=CC=C(C=C1)N2C3=C(C(=C(C(=N3)C)CCC(=O)NC4=CC=C(C=C4)CN5CCCC5)C)C(=N2)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9520>
1941,1941,CC1=CC(=CC(=C1Cl)C)OCCCCN2C=CN=C2.Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9580>
1942,1942,CC1=CC(=C(C=C1)O)NC2=C(C(=O)N(C2=O)CC3=CC=CC=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C95E0>
1943,1943,COC1=C(C=C(C=C1)N(CC(=O)NCCC2=CCCCC2)S(=O)(=O)C3=CC=CC=C3)OC,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9640>
1944,1944,CCN1CCN(CC1)CCOC2=CC=C(C=C2)Cl.C(=O)(C(=O)O)O,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C96A0>
1945,1945,CCOC1=CC=CC=C1/C=N\NC2=C(C(=O)N(N=C2)CC3=CC=CC=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9700>
1946,1946,CCOC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)CC3=CC=NC=C3)Br,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9760>
1947,1947,C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)CCCCO)C(=O)N(C2=O)CCCCO,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C97C0>
1948,1948,C1=CC=C(C=C1)CCNC2=CC=NC3=CC4=CC=CC=C4C=C23,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9820>
1949,1949,CC1=CC=C(C=C1)C2=C[N+](=C3N2CCCCC3)CC(=O)C4=CC=C(C=C4)Br.[Br-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9880>
1950,1950,CCC1=CC=C(C=C1)NC(=O)C2=CN=C(C3=CC=CC=C32)N4CCN(CC4)C5=CC=CC=N5,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C98E0>
1951,1951,CCCCN(CC)CCNC(=O)C1=CN(C(=O)C2=CC=CC=C21)C3=CC=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9940>
1952,1952,CCN1CCN(CC1)C2=C3C(=C(SC3=NC=N2)C(=O)OCC)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C99A0>
1953,1953,C1=CC=C(C=C1)CCNC(=O)CN(C2=CC=C(C=C2)Br)S(=O)(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9A00>
1954,1954,CCOC1=CC=CC(=C1O)CN2CCCC(C2)CCC(=O)NCC3=CC=CC=C3F,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9A60>
1955,1955,CCN(CC)C1=CC=C(C=C1)NC(=O)C2=CC3=C(C=C2)N(C(=C3C)C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9AC0>
1956,1956,CC(C(=O)O)NC=C1C(=O)OC(OC1=O)(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9B20>
1957,1957,C1=CC=C2C(=C1)C(=O)N(C(=N2)C3=CC=NC=C3)NC(=O)C4=CC=C(C=C4)Br,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9B80>
1958,1958,CC1=CC=C(C=C1)CNC(=O)CSC2=NC3=C(C(=O)N2CCCN4CCCC4)SC5=CC=CC=C53,<rdkit.Chem.rdchem.Mol object at 0x0000018DFF7C9BE0>
